,entity,start,main,age,exp,perf
811,20,2014-07-08,3,23.540041067761805,24,1849.0097933892666
812,20,2014-09-05,3,23.701574264202602,25,1838.7627096862043
813,20,2014-09-09,3,23.71252566735113,26,1830.8843251447636
814,20,2014-09-12,3,23.720739219712527,27,1878.6866455709146
815,20,2014-10-02,3,23.77549623545517,28,1897.5888284428963
816,20,2014-10-06,3,23.786447638603697,29,1936.4015789609787
817,20,2014-10-25,3,23.838466803559207,30,1951.7366628608745
818,20,2014-10-30,3,23.852156057494867,31,1965.3104010276693
819,20,2014-11-17,3,23.901437371663246,32,1981.4694177626639
820,20,2014-12-06,3,23.953456536618756,33,1989.8454195753181
821,20,2015-01-29,3,24.10130047912389,34,1980.8409995983664
822,20,2015-02-23,3,24.16974674880219,35,2015.137609560048
823,20,2015-04-06,3,24.28473648186174,36,2056.0618662311117
824,20,2015-04-11,3,24.298425735797398,38,2068.7073880041717
825,20,2015-04-14,3,24.306639288158795,39,2089.4770406018083
826,20,2015-05-09,3,24.3750855578371,41,2112.293572471198
827,20,2015-05-13,3,24.386036960985628,42,2134.7740144995423
828,20,2015-06-03,3,24.4435318275154,43,2127.945601494175
829,20,2015-07-27,3,24.591375770020534,44,2118.102102090864
830,20,2016-05-18,3,25.401779603011637,45,2095.4605752956036
831,20,2016-06-30,3,25.519507186858316,46,2086.8415720478997
832,20,2016-07-02,3,25.52498288843258,47,2077.2736990646295
833,20,2016-07-20,3,25.574264202600958,48,2072.8582133530426
834,20,2016-07-23,3,25.582477754962355,49,2070.5289727100862
835,20,2016-10-05,3,25.78507871321013,53,2115.3717585882623
836,20,2016-10-16,3,25.815195071868583,54,2169.8923973784003
837,20,2016-12-03,3,25.946611909650922,55,2188.676390650742
838,20,2017-03-15,3,26.2258726899384,56,2218.1418214928426
839,20,2017-06-14,3,26.47501711156742,57,2215.9177799728245
840,20,2017-07-05,3,26.532511978097194,58,2213.228783870072
841,20,2017-08-02,3,26.60917180013689,59,2221.051487707809
842,21,2012-10-22,3,22.937713894592743,0,1641.7678481109203
843,21,2012-12-22,3,23.104722792607802,1,1627.8648023409553
844,21,2012-12-24,3,23.110198494182068,2,1605.042092489345
845,21,2013-03-16,3,23.3347022587269,3,1689.0363353265773
846,21,2013-05-10,3,23.485284052019164,4,1838.7403174284004
847,21,2013-06-16,3,23.586584531143053,5,1888.5336462632986
848,21,2013-07-10,3,23.652292950034223,6,1886.2488018549036
849,21,2013-08-02,3,23.71526351813826,7,1882.8943193395105
850,21,2013-09-09,3,23.81930184804928,8,1881.2947895383402
851,21,2013-09-22,3,23.854893908281998,9,1922.6652811226488
852,21,2013-11-08,3,23.983572895277206,10,1926.8294706860277
853,21,2013-11-26,3,24.032854209445585,11,1917.180621127046
854,21,2013-12-09,3,24.0684462696783,12,1921.8811613898042
855,21,2013-12-23,3,24.10677618069815,13,1913.3113152861504
856,21,2014-01-07,3,24.147843942505133,14,1910.9280891633605
857,21,2014-04-09,3,24.399726214921287,19,1928.2247595815336
858,21,2014-05-24,3,24.522929500342233,20,1933.4177133521055
859,21,2014-06-02,3,24.54757015742642,21,1946.2713710686319
860,21,2014-06-04,3,24.553045859000683,22,1959.1215487930249
861,21,2014-06-16,3,24.58590006844627,23,1952.0381253388405
862,21,2014-07-08,3,24.646132785763175,25,1983.4719228793892
863,21,2015-02-23,3,25.27583846680356,29,2017.7685328410712
864,21,2015-04-06,3,25.39082819986311,30,2058.6927895121344
865,21,2015-04-11,3,25.404517453798768,32,2071.3383112851943
866,21,2015-04-14,3,25.412731006160165,33,2092.1079638828314
867,21,2015-05-09,3,25.481177275838466,35,2114.924495752221
868,21,2015-05-13,3,25.492128678986994,36,2137.4049377805654
869,21,2015-06-03,3,25.54962354551677,37,2130.576524775198
870,21,2015-07-27,3,25.697467488021903,38,2120.7330253718865
871,21,2016-04-14,3,26.414784394250514,39,2118.383620918202
872,21,2016-05-18,3,26.507871321013006,40,2141.5767380958473
873,21,2016-06-03,3,26.55167693360712,41,2138.3419707809217
874,21,2016-06-13,3,26.579055441478438,42,2084.38027977304
875,21,2016-07-06,3,26.642026009582477,43,2098.2240220740605
876,21,2016-08-02,3,26.715947980835043,44,2088.408067199735
877,21,2016-10-05,3,26.8911704312115,48,2133.2508530779114
878,21,2016-10-16,3,26.921286789869953,49,2187.771491868049
879,21,2016-12-03,3,27.052703627652292,50,2206.555485140391
880,22,2012-10-22,5,22.305270362765228,0,1641.7678481109203
881,22,2012-12-22,5,22.472279260780287,1,1627.8648023409553
882,22,2012-12-24,5,22.477754962354553,2,1605.042092489345
883,22,2013-03-16,5,22.702258726899384,3,1689.0363353265773
884,22,2013-05-10,5,22.85284052019165,4,1838.7403174284004
885,22,2013-06-16,5,22.954140999315538,5,1888.5336462632986
886,22,2013-07-10,5,23.019849418206707,6,1886.2488018549036
887,22,2013-08-02,5,23.082819986310746,7,1882.8943193395105
888,22,2013-09-09,5,23.186858316221766,8,1881.2947895383402
889,22,2013-09-22,5,23.222450376454482,9,1922.6652811226488
890,22,2013-11-08,5,23.351129363449694,10,1926.8294706860277
891,22,2013-11-26,5,23.40041067761807,11,1917.180621127046
892,22,2013-12-09,5,23.43600273785079,12,1921.8811613898042
893,22,2013-12-23,5,23.474332648870636,13,1913.3113152861504
894,22,2014-01-07,5,23.515400410677618,14,1910.9280891633605
895,22,2014-02-24,5,23.64681724845996,15,1892.2602291747457
896,22,2014-02-25,5,23.64955509924709,16,1893.7474609513222
897,22,2014-03-26,5,23.72895277207392,17,1888.6072777631762
898,22,2014-04-09,5,23.76728268309377,18,1872.6939967383933
899,22,2014-05-24,5,23.890485968514717,19,1870.4012074706538
900,22,2014-06-02,5,23.915126625598905,20,1858.6701078383296
901,22,2014-06-04,5,23.920602327173167,21,1846.9421842773882
902,22,2014-06-16,5,23.953456536618756,22,1844.9432404980319
903,22,2014-07-08,5,24.01368925393566,24,1849.0097933892666
904,22,2014-10-25,5,24.31211498973306,27,1857.326982161003
905,22,2014-10-30,5,24.32580424366872,28,1879.5563131336626
906,22,2015-01-05,5,24.50924024640657,29,1877.9228724850036
907,22,2015-01-29,5,24.57494866529774,30,1875.841606426515
908,22,2015-02-23,5,24.643394934976044,31,1914.3759787103813
909,22,2015-04-06,5,24.758384668035593,32,1893.2723835506174
910,22,2015-04-11,5,24.772073921971252,33,1906.2994491056047
911,22,2015-04-14,5,24.78028747433265,34,1914.5871887890655
912,22,2015-05-07,5,24.843258042436688,35,1927.9251065624856
913,22,2015-06-03,5,24.917180013689254,36,1925.2310084760888
914,22,2015-07-27,5,25.065023956194388,37,1931.0246220612325
915,22,2015-10-16,5,25.286789869952088,38,1928.2317880469793
916,22,2015-11-13,5,25.363449691991786,40,1920.585490922122
917,22,2015-12-17,5,25.456536618754278,41,1918.0016528363249
918,22,2015-12-25,5,25.478439425051334,42,1937.811959334102
919,22,2016-01-01,5,25.49760438056126,43,1943.4192987950962
920,22,2016-01-13,5,25.530458590006845,44,1940.8912043942041
921,22,2016-01-27,5,25.568788501026695,45,1938.265779389254
922,22,2016-02-25,5,25.648186173853524,46,1935.4008473349127
923,22,2016-09-20,5,26.217659137577,54,1923.7979175945482
924,22,2016-09-23,5,26.2258726899384,55,1922.9271050927807
925,22,2016-09-28,5,26.239561943874058,56,1920.4012689828373
926,22,2016-10-16,5,26.288843258042437,57,1943.9701266344468
927,22,2016-12-03,5,26.420260095824776,58,1962.7541199067887
928,22,2016-12-14,5,26.45037645448323,59,1969.5832007855188
929,22,2017-03-15,5,26.699520876112253,60,2010.6792050353183
930,22,2017-06-04,5,26.921286789869953,61,2008.214378096463
931,22,2017-07-05,5,27.006160164271048,62,2005.662176859974
932,22,2017-08-02,5,27.082819986310746,63,2016.8627326099174
933,23,2012-10-22,3,22.349075975359344,0,1520.1417628729025
934,23,2013-05-06,3,22.885694729637233,2,1521.6620128827922
935,23,2013-05-18,3,22.91854893908282,3,1478.318258127106
936,23,2013-06-16,3,22.99794661190965,4,1482.9791105329366
937,23,2013-07-07,3,23.055441478439427,5,1493.9891087003957
938,23,2013-07-17,3,23.082819986310746,6,1482.4964751684245
939,23,2013-08-02,3,23.12662559890486,7,1479.453159938162
940,23,2014-05-24,3,23.93429158110883,19,1487.232342564752
941,23,2014-08-11,3,24.150581793292265,26,1536.622350382118
942,23,2014-09-05,3,24.21902806297057,27,1584.8527510567455
943,23,2014-09-09,3,24.229979466119097,28,1634.4468226679433
944,23,2014-09-12,3,24.238193018480494,29,1636.986141646914
945,23,2014-10-02,3,24.292950034223136,30,1631.1982616330488
946,23,2014-10-09,3,24.31211498973306,31,1639.9586128906249
947,23,2014-10-30,3,24.369609856262834,32,1640.9587864453922
948,23,2014-11-17,3,24.418891170431213,33,1617.6059650028728
949,23,2014-12-03,3,24.462696783025326,34,1611.4151272022464
950,23,2015-01-29,3,24.618754277891856,35,1596.9456442044373
951,23,2015-02-23,3,24.687200547570157,36,1641.3315226517673
952,23,2015-03-09,3,24.725530458590008,37,1691.04619778017
953,23,2015-04-06,3,24.802190280629706,38,1699.533308647417
954,23,2015-04-11,3,24.815879534565365,40,1690.2275717969735
955,23,2015-04-14,3,24.824093086926762,41,1664.5907209552654
956,23,2015-05-13,3,24.903490759753595,42,1658.8626915934183
957,23,2015-06-03,3,24.960985626283367,43,1656.1208521607841
958,23,2015-06-20,3,25.00752908966461,44,1653.5351980438813
959,23,2015-07-27,3,25.1088295687885,45,1674.1264858329314
960,23,2015-10-26,3,25.357973990417523,46,1683.7935693035693
961,23,2015-11-13,3,25.4072553045859,47,1680.9090943832314
962,23,2015-12-09,3,25.478439425051334,48,1678.6709232647781
963,23,2015-12-25,3,25.522245037645447,49,1676.4403326236165
964,23,2016-01-01,3,25.541409993155373,50,1674.4393130387903
965,23,2016-01-27,3,25.61259411362081,51,1672.123982690639
966,23,2016-02-25,3,25.691991786447637,52,1669.575488963919
967,23,2016-04-22,3,25.848049281314168,53,1665.9419857117698
968,23,2016-05-18,3,25.919233401779604,54,1634.9364159081895
969,23,2016-06-30,3,26.036960985626283,55,1642.830290338693
970,23,2016-08-02,3,26.127310061601644,56,1629.883129815431
971,23,2016-12-03,3,26.46406570841889,58,1628.0659218615742
972,23,2017-01-20,3,26.595482546201232,59,1639.569317071993
973,23,2017-03-27,3,26.77618069815195,60,1613.60667451637
974,23,2017-04-24,3,26.85284052019165,61,1610.8109685851925
975,23,2017-05-18,3,26.91854893908282,62,1608.535946279095
976,23,2017-05-25,3,26.937713894592743,63,1606.1576695443123
977,24,2012-10-22,3,25.71663244353183,0,1615.6009691780232
978,24,2012-11-29,3,25.82067077344285,1,1613.9293272234888
979,24,2012-12-24,3,25.88911704312115,2,1626.7046468510246
980,24,2013-03-16,3,26.11362080766598,3,1617.2461283174462
981,24,2013-05-10,3,26.26420260095825,4,1594.7603559415295
982,24,2013-06-16,3,26.365503080082135,5,1637.6839271908907
983,24,2013-07-10,3,26.431211498973305,6,1635.7677364985527
984,24,2013-08-02,3,26.494182067077343,7,1632.6473271300838
985,24,2013-09-09,3,26.598220396988363,8,1638.350259643776
986,24,2013-09-22,3,26.633812457221083,9,1678.0696065529262
987,24,2013-11-08,3,26.76249144421629,10,1672.9248843241744
988,24,2013-11-26,3,26.811772758384667,11,1667.752512169748
989,24,2013-12-09,3,26.847364818617386,12,1683.1313839421273
990,24,2013-12-23,3,26.885694729637233,13,1687.73109053957
991,24,2014-01-03,3,26.915811088295687,14,1678.9157298544033
992,24,2014-02-24,3,27.058179329226558,15,1703.0269566477289
993,24,2014-02-25,3,27.06091718001369,16,1719.7351129209974
994,24,2014-03-05,3,27.082819986310746,17,1746.5174107336736
995,24,2014-03-26,3,27.140314852840522,18,1754.5639041482618
996,24,2014-03-29,3,27.148528405201915,19,1761.6472911000692
997,24,2014-04-09,3,27.17864476386037,20,1748.058610774474
998,24,2014-05-24,3,27.301848049281315,21,1757.5310601233105
999,24,2014-06-02,3,27.326488706365502,22,1787.782534369432
1000,24,2014-06-04,3,27.33196440793977,23,1818.0258183482595
1001,24,2014-06-16,3,27.364818617385353,24,1834.9242345707207
1002,24,2014-06-28,3,27.397672826830938,26,1834.9555784374836
1003,24,2014-07-08,3,27.42505133470226,27,1819.1183713860685
1004,25,2012-10-22,4,21.23750855578371,0,1615.6009691780232
1005,25,2012-12-24,4,21.409993155373034,1,1628.376288805559
1006,25,2013-03-16,4,21.634496919917865,2,1618.9177702719805
1007,25,2013-05-10,4,21.78507871321013,3,1596.4319978960636
1008,25,2013-06-16,4,21.88637919233402,4,1639.355569145425
1009,25,2013-07-10,4,21.95208761122519,5,1637.439378453087
1010,25,2013-08-02,4,22.015058179329227,6,1634.3189690846182
1011,25,2014-02-24,4,22.579055441478438,7,1658.4301958779438
1012,25,2014-02-25,4,22.581793292265573,8,1675.138352151212
1013,25,2014-03-05,4,22.60369609856263,9,1701.9206499638883
1014,25,2014-03-26,4,22.661190965092402,10,1709.9671433784765
1015,25,2014-03-29,4,22.6694045174538,11,1717.0505303302841
1016,25,2014-04-09,4,22.699520876112253,12,1703.4618500046886
1017,25,2014-05-24,4,22.822724161533195,13,1712.9342993535254
1018,25,2014-06-02,4,22.847364818617386,14,1743.1857735996468
1019,25,2014-06-04,4,22.85284052019165,15,1773.4290575784742
1020,25,2014-06-16,4,22.885694729637233,16,1790.3274738009356
1021,25,2014-06-28,4,22.91854893908282,18,1790.3588176676985
1022,25,2014-07-08,4,22.94592744695414,19,1774.5216106162834
1023,25,2014-08-11,4,23.039014373716633,20,1747.898413651937
1024,25,2014-09-09,4,23.11841204654346,21,1743.537515125583
1025,25,2014-09-12,4,23.12662559890486,22,1735.226769345341
1026,25,2014-10-02,4,23.1813826146475,23,1752.31828450686
1027,25,2014-10-06,4,23.19233401779603,24,1731.8110705073075
1028,25,2014-10-25,4,23.24435318275154,25,1733.8896719381262
1029,25,2014-11-17,4,23.307323750855577,26,1746.6348958988824
1030,25,2015-01-29,4,23.50718685831622,27,1743.5411002111234
1031,25,2015-02-23,4,23.575633127994525,28,1788.968380282834
1032,25,2015-03-09,4,23.613963039014372,29,1833.411237879169
1033,25,2015-03-20,4,23.644079397672826,30,1833.2453943763594
1034,25,2015-04-06,4,23.690622861054074,31,1817.28931846864
1035,25,2015-04-11,4,23.704312114989733,34,1811.5455908433585
1036,25,2015-04-14,4,23.71252566735113,35,1799.1551359981179
1037,25,2015-05-13,4,23.79192334017796,36,1791.246169139905
1038,25,2015-06-03,4,23.849418206707735,37,1799.4103222502856
1039,25,2015-06-20,4,23.89596167008898,38,1796.7577968768646
1040,25,2015-07-27,4,23.99726214921287,39,1797.4532591957625
1041,25,2015-10-03,4,24.18343600273785,40,1785.9878728903611
1042,25,2015-12-17,4,24.38877481177276,41,1783.765463141875
1043,25,2016-01-01,4,24.42984257357974,42,1781.800059897545
1044,25,2016-01-27,4,24.501026694045173,43,1779.3377397905224
1045,25,2016-02-25,4,24.580424366872005,44,1776.617564643232
1046,25,2016-03-19,4,24.643394934976044,45,1889.4438980031655
1047,25,2016-05-09,4,24.78302532511978,46,1889.2088263843507
1048,25,2016-05-18,4,24.80766598220397,47,1883.7972824476294
1049,25,2016-06-03,4,24.851471594798085,48,1858.8459231691252
1050,25,2016-07-02,4,24.930869267624914,49,1873.0857888612188
1051,25,2016-07-06,4,24.941820670773442,50,1887.3605446722888
1052,25,2016-08-02,4,25.01574264202601,51,1868.8770964197734
1053,25,2017-06-15,4,25.883641341546884,52,1861.520349245933
1054,26,2012-10-22,5,20.709103353867214,0,1615.6009691780232
1055,26,2012-11-29,5,20.813141683778234,1,1613.9293272234888
1056,26,2012-12-24,5,20.88158795345654,2,1626.7046468510246
1057,26,2013-03-16,5,21.10609171800137,3,1617.2461283174462
1058,26,2013-05-10,5,21.256673511293634,4,1594.7603559415295
1059,26,2013-06-16,5,21.357973990417523,5,1637.6839271908907
1060,26,2013-07-10,5,21.423682409308693,6,1635.7677364985527
1061,26,2013-08-02,5,21.48665297741273,7,1632.6473271300838
1062,26,2013-09-09,5,21.590691307323752,8,1638.350259643776
1063,26,2013-09-22,5,21.626283367556468,9,1678.0696065529262
1064,26,2013-11-08,5,21.754962354551676,10,1672.9248843241744
1065,26,2013-11-26,5,21.804243668720055,11,1667.752512169748
1066,26,2013-12-09,5,21.83983572895277,12,1683.1313839421273
1067,26,2013-12-23,5,21.87816563997262,13,1687.73109053957
1068,26,2014-01-03,5,21.908281998631075,14,1678.9157298544033
1069,26,2014-02-24,5,22.050650239561943,15,1703.0269566477289
1070,26,2014-02-25,5,22.053388090349078,16,1719.7351129209974
1071,26,2014-03-05,5,22.075290896646134,17,1746.5174107336736
1072,26,2014-03-26,5,22.132785763175907,18,1754.5639041482618
1073,26,2014-03-29,5,22.140999315537304,19,1761.6472911000692
1074,26,2014-04-09,5,22.171115674195757,20,1748.058610774474
1075,26,2014-05-24,5,22.2943189596167,21,1757.5310601233105
1076,26,2014-06-02,5,22.31895961670089,22,1787.782534369432
1077,26,2014-06-04,5,22.324435318275153,23,1818.0258183482595
1078,26,2014-06-16,5,22.357289527720738,24,1834.9242345707207
1079,26,2014-06-28,5,22.390143737166323,26,1834.9555784374836
1080,26,2014-07-08,5,22.417522245037645,27,1819.1183713860685
1081,26,2014-09-05,5,22.579055441478438,28,1808.8712876830064
1082,26,2014-09-09,5,22.590006844626966,29,1800.9929031415656
1083,26,2014-09-12,5,22.598220396988363,30,1848.7952235677167
1084,26,2014-10-02,5,22.652977412731005,31,1867.6974064396982
1085,26,2014-10-06,5,22.663928815879533,32,1906.5101569577807
1086,26,2014-10-25,5,22.715947980835043,33,1921.8452408576766
1087,26,2014-10-30,5,22.729637234770706,34,1935.4189790244714
1088,26,2014-11-17,5,22.77891854893908,35,1951.577995759466
1089,26,2014-12-06,5,22.830937713894592,36,1959.9539975721202
1090,26,2015-01-29,5,22.978781656399725,37,1950.9495775951684
1091,26,2015-02-23,5,23.04722792607803,38,1996.3768576668788
1092,26,2015-03-09,5,23.085557837097877,39,2040.8197152632138
1093,26,2015-03-20,5,23.11567419575633,40,2040.6538717604042
1094,26,2015-04-06,5,23.16221765913758,41,2024.6977958526847
1095,26,2015-04-11,5,23.175906913073238,44,2018.9540682274032
1096,26,2015-04-14,5,23.184120465434635,45,2006.5636133821627
1097,26,2015-05-13,5,23.263518138261464,46,1998.6546465239499
1098,26,2015-06-03,5,23.32101300479124,47,2006.8187996343304
1099,26,2015-06-20,5,23.367556468172484,48,2004.1662742609092
1100,26,2015-07-27,5,23.468856947296374,49,2004.8617365798073
1101,26,2016-03-19,5,24.11498973305955,51,2076.59376913669
1102,26,2016-05-18,5,24.279260780287473,52,2086.5309249202396
1103,26,2016-06-13,5,24.35044490075291,53,2025.3350355562663
1104,26,2016-06-30,5,24.396988364134156,54,2007.2955349895528
1105,26,2016-07-20,5,24.451745379876797,55,2002.957707428218
1106,26,2016-07-23,5,24.459958932238195,56,2000.6677649893024
1107,26,2016-09-20,5,24.621492128678987,57,2023.2208495820792
1108,26,2016-09-23,5,24.629705681040384,58,2051.4853099570905
1109,26,2016-09-28,5,24.643394934976044,59,2064.2692963999916
1110,26,2016-10-05,5,24.66255989048597,60,2076.6793220954196
1111,26,2016-10-14,5,24.687200547570157,61,2069.416455915065
1112,26,2016-10-16,5,24.692676249144423,62,2093.656159948713
1113,26,2016-12-03,5,24.824093086926762,63,2081.5859068139857
1114,26,2016-12-14,5,24.854209445585216,64,2082.51474512493
1115,26,2016-12-17,5,24.862422997946613,65,2087.6985584444637
1116,26,2017-01-06,5,24.917180013689254,66,2085.0780960907023
1117,26,2017-03-15,5,25.10335386721424,67,2104.740840081983
1118,26,2017-03-27,5,25.136208076659823,68,2115.5422831005835
1119,26,2017-04-24,5,25.21286789869952,69,2108.17316387963
1120,26,2017-05-18,5,25.27857631759069,70,2117.212965383309
1121,26,2017-05-25,5,25.297741273100616,71,2114.5056549860474
1122,26,2017-05-30,5,25.311430527036276,72,2111.99792945287
1123,26,2017-06-15,5,25.35523613963039,73,2109.508118953146
1124,26,2017-07-05,5,25.409993155373034,74,2106.8222625943067
1125,26,2017-08-02,5,25.48665297741273,75,2112.9965434633473
1126,27,2012-11-08,1,20.098562628336754,3,1617.354590738563
1127,27,2012-11-13,1,20.112251882272417,4,1633.2143386853068
1128,27,2012-11-26,1,20.147843942505133,5,1638.7328344384475
1129,27,2012-12-12,1,20.191649555099247,6,1613.9183821748366
1130,27,2012-12-13,1,20.194387405886378,7,1612.508869840533
1131,27,2013-02-10,1,20.355920602327174,8,1569.198521798587
1132,27,2013-02-11,1,20.358658453114305,9,1548.867462189187
1133,27,2013-03-14,1,20.4435318275154,10,1514.7166089205048
1134,27,2013-03-18,1,20.45448323066393,11,1473.6426045354876
1135,27,2013-03-20,1,20.459958932238195,12,1462.23340008821
1136,27,2013-03-23,1,20.468172484599588,13,1456.3400586158107
1137,27,2013-05-04,1,20.583162217659137,14,1435.4871341324433
1138,27,2013-05-19,1,20.62422997946612,15,1433.1262524898427
1139,27,2013-05-21,1,20.629705681040384,16,1418.5332700525325
1140,27,2013-06-28,1,20.733744010951405,17,1424.5033865804849
1141,27,2013-10-17,1,21.037645448323065,18,1442.2711330649543
1142,27,2013-11-04,1,21.086926762491444,19,1442.0756894116485
1143,27,2013-11-16,1,21.11978097193703,20,1439.8844104847888
1144,27,2013-11-25,1,21.144421629021217,21,1448.0267951099584
1145,28,2012-11-08,2,20.930869267624914,3,1617.354590738563
1146,28,2012-11-13,2,20.944558521560573,4,1633.2143386853068
1147,28,2012-11-22,2,20.969199178644764,5,1645.336919879612
1148,28,2012-11-26,2,20.980150581793293,6,1650.8554156327525
1149,28,2012-12-12,2,21.023956194387406,7,1626.0409633691418
1150,28,2012-12-13,2,21.026694045174537,8,1624.6314510348382
1151,28,2013-02-10,2,21.188227241615333,9,1581.321102992892
1152,28,2013-02-11,2,21.190965092402465,10,1560.9900433834923
1153,28,2013-03-14,2,21.27583846680356,11,1526.8391901148098
1154,28,2013-03-18,2,21.286789869952088,12,1485.7651857297928
1155,28,2013-03-20,2,21.29226557152635,13,1474.3559812825151
1156,28,2013-03-23,2,21.300479123887747,14,1468.462639810116
1157,28,2013-05-04,2,21.415468856947296,15,1447.6097153267483
1158,28,2013-05-19,2,21.456536618754278,16,1445.248833684148
1159,28,2013-05-21,2,21.462012320328544,17,1430.6558512468378
1160,28,2013-06-28,2,21.56605065023956,18,1436.6259677747898
1161,28,2013-08-31,2,21.741273100616016,19,1520.6859964448079
1162,28,2013-09-11,2,21.77138945927447,20,1601.9039696495502
1163,28,2013-10-31,2,21.908281998631075,21,1599.7961054765067
1164,28,2014-02-04,2,22.171115674195757,26,1635.4802086443965
1165,28,2014-03-28,2,22.313483915126625,27,1639.291939340809
1166,28,2014-04-03,2,22.32991101984942,28,1661.637295461434
1167,28,2014-05-31,2,22.48870636550308,29,1659.4104177033792
1168,28,2016-04-22,2,24.383299110198493,33,1661.089153262368
1169,28,2016-04-28,2,24.399726214921287,34,1658.27646304664
1170,28,2016-06-03,2,24.49828884325804,35,1654.9393169950263
1171,28,2016-07-06,2,24.588637919233403,36,1652.363868327909
1172,29,2012-11-08,3,19.978097193702943,3,1617.354590738563
1173,29,2012-11-13,3,19.991786447638603,4,1633.2143386853068
1174,29,2012-11-22,3,20.016427104722794,5,1645.336919879612
1175,29,2012-11-26,3,20.027378507871322,6,1650.8554156327525
1176,29,2012-12-12,3,20.071184120465436,8,1626.0409633691418
1177,29,2012-12-13,3,20.073921971252567,9,1624.6314510348382
1178,29,2013-02-11,3,20.238193018480494,10,1604.3003914254382
1179,29,2013-03-09,3,20.309377138945926,11,1633.434760909848
1180,29,2013-03-18,3,20.334017796030118,12,1655.2467139648666
1181,29,2013-03-23,3,20.347707049965777,13,1653.295285289863
1182,29,2013-05-04,3,20.462696783025326,14,1655.0934073413212
1183,29,2013-05-19,3,20.503764544832308,15,1720.3052491679064
1184,29,2013-05-20,3,20.50650239561944,16,1784.6699732246861
1185,29,2013-05-21,3,20.50924024640657,17,1856.4404539040738
1186,29,2013-06-15,3,20.577686516084874,18,1842.0602222633447
1187,29,2013-06-16,3,20.580424366872005,19,1844.1659081109615
1188,29,2013-08-02,3,20.709103353867214,20,1841.570463004112
1189,29,2013-08-31,3,20.788501026694046,21,1856.4262145601456
1190,29,2013-09-02,3,20.79397672826831,22,1876.8443346219578
1191,29,2013-09-11,3,20.8186173853525,23,1899.864142006206
1192,29,2013-09-28,3,20.865160848733744,24,1909.0299991508518
1193,29,2013-10-17,3,20.917180013689254,25,1928.1420690451473
1194,29,2013-11-04,3,20.966461327857633,26,1939.3183506576852
1195,29,2013-11-16,3,20.999315537303218,27,1942.270791561866
1196,29,2013-11-22,3,21.01574264202601,28,1936.492252168789
1197,29,2013-11-25,3,21.023956194387406,29,1933.6239430831872
1198,29,2014-02-04,3,21.218343600273784,30,1915.074402459723
1199,29,2014-02-09,3,21.232032854209447,31,1902.982147347264
1200,29,2014-02-18,3,21.256673511293634,32,1885.9215164575949
1201,29,2014-03-03,3,21.29226557152635,33,1838.5076836482017
1202,29,2014-03-05,3,21.297741273100616,34,1836.7316194849632
1203,29,2014-04-01,3,21.371663244353183,35,1799.7616864272263
1204,29,2014-04-25,3,21.437371663244353,36,1766.5675449814883
1205,29,2014-06-05,3,21.54962354551677,37,1760.7458202523933
1206,29,2014-06-28,3,21.61259411362081,38,1772.8780590172535
1207,29,2014-07-08,3,21.639972621492127,39,1758.815781945407
1208,29,2014-08-15,3,21.744010951403148,40,1818.082323752219
1209,29,2014-08-25,3,21.77138945927447,41,1818.8650039658946
1210,29,2014-08-26,3,21.7741273100616,42,1853.986939236003
1211,29,2014-09-05,3,21.801505817932924,43,1883.0213008149426
1212,29,2014-09-11,3,21.817932922655714,44,1889.3225664366819
1213,29,2014-10-02,3,21.87542778918549,45,1902.2957670094945
1214,29,2014-10-09,3,21.894592744695416,46,1903.9360204527047
1215,29,2014-10-31,3,21.95482546201232,47,1873.772306420442
1216,29,2014-11-14,3,21.99315537303217,48,1844.1320211627274
1217,29,2015-01-29,3,22.20123203285421,49,1840.9682560487354
1218,29,2015-06-03,3,22.543463381245722,50,1859.5654204642456
1219,29,2015-07-27,3,22.691307323750856,51,1850.7601847720962
1220,29,2015-09-20,3,22.84188911704312,52,1805.7825538631846
1221,29,2015-09-21,3,22.844626967830255,53,1803.8628835468996
1222,29,2015-10-30,3,22.951403148528406,54,1819.6833193684192
1223,29,2015-11-30,3,23.0362765229295,55,1812.9434877870315
1224,29,2015-12-02,3,23.041752224503764,56,1809.071635143221
1225,29,2015-12-17,3,23.082819986310746,57,1806.2343047577479
1226,29,2016-01-19,3,23.173169062286107,58,1833.2940244792046
1227,29,2016-04-28,3,23.446954140999317,59,1830.9356761425774
1228,30,2012-11-08,4,23.928815879534564,3,1617.354590738563
1229,30,2012-11-13,4,23.942505133470227,4,1633.2143386853068
1230,30,2012-11-22,4,23.967145790554415,5,1645.336919879612
1231,30,2012-11-26,4,23.978097193702943,6,1650.8554156327525
1232,30,2012-12-12,4,24.021902806297057,8,1626.0409633691418
1233,30,2012-12-13,4,24.024640657084188,9,1624.6314510348382
1234,30,2013-02-11,4,24.188911704312115,10,1604.3003914254382
1235,30,2013-03-14,4,24.27378507871321,11,1570.1495381567556
1236,30,2013-03-18,4,24.28473648186174,12,1529.0755337717387
1237,30,2013-03-20,4,24.290212183436,13,1517.666329324461
1238,30,2013-03-23,4,24.298425735797398,14,1511.7729878520618
1239,30,2013-06-15,4,24.528405201916495,17,1498.911140087337
1240,30,2013-06-19,4,24.539356605065024,18,1465.3987573567251
1241,30,2013-09-11,4,24.76933607118412,21,1452.305969135371
1242,30,2013-09-28,4,24.815879534565365,22,1461.4718262800166
